Id,Sales
156,6224.256
157,5389.0195
158,8415.077
159,11091.628
160,6022.532
161,3288.1514
162,4379.307
163,8739.984
164,8772.848
165,6099.5713
166,6915.603
167,4826.8164
168,5575.428
169,3280.2905
170,5006.5635
171,6011.4897
172,7257.8237
173,6931.683
174,7455.9653
175,8012.4414
176,9399.045
177,7516.831
178,5028.0757
179,9355.133
180,10545.633
181,5915.735
182,7587.9644
183,5532.8394
184,6534.314
185,4156.6353
186,7131.5464
187,5348.615
188,8949.686
189,7118.2134
190,8341.639
191,7717.4478
192,5496.2246
193,8689.281
194,18882.389
195,10366.638
196,5555.9443
197,2985.9326
198,5981.0283
199,8504.648
200,5554.403
201,12868.513
202,18129.871
203,4062.939
204,5207.5317
205,9074.17
206,4892.0195
207,8910.14
208,6759.467
209,7472.767
210,4744.5635
211,6241.9673
212,6147.9463
213,7182.1836
214,9675.346
215,6302.805
216,5772.334
217,6911.983
218,4934.263
219,4996.3926
220,7662.0
221,5978.912
222,5718.05
223,7072.1807
224,6114.664
225,5704.8003
226,7290.8916
227,7031.086
228,8492.304
229,6551.719
230,7554.075
231,5596.0737
232,3810.4138
233,6164.2466
234,6918.0903
235,6207.892
236,4372.8037
237,8519.912
238,7183.012
239,9025.222
240,6953.867
241,5676.5967
242,5292.3496
243,4354.684
244,10029.583
245,4954.5996
246,7436.867
247,14854.481
248,7302.8276
249,8078.0103
250,5468.7544
251,4502.7646
252,7090.539
253,3885.3723
254,5679.066
255,10397.602
256,5364.091
257,16241.835
258,14060.024
259,4794.681
260,6760.937
261,5900.9644
262,6686.755
263,5626.496
264,11066.585
265,8033.6455
266,9625.89
267,4348.2295
268,7212.581
269,5242.743
270,8400.619
271,6819.849
272,5991.957
273,6340.854
274,6279.0913
275,8086.4287
276,9612.063
277,5828.806
278,10089.934
279,6456.987
280,9478.058
281,5713.7314
282,5245.4395
283,5327.703
284,10289.969
285,6119.9976
286,7663.4688
287,6522.4395
288,8735.383
289,4427.02
290,8289.309
291,6944.946
292,4067.049
293,13654.291
294,17842.82
295,6801.427
296,6835.4004
297,9450.472
298,10456.694
299,11155.847
300,5609.8516
301,7604.1787
302,5572.44
303,8364.425
304,4001.2236
305,5973.263
306,5402.051
307,5668.751
308,7394.7534
309,5244.7144
310,4876.896
311,6909.781
312,3922.7024
313,4599.817
314,6109.79
315,6449.945
316,9361.693
317,8422.577
318,7330.267
319,6363.5684
320,5964.012
321,11809.383
322,7371.81
323,5316.0835
324,4823.1533
325,7646.2017
326,4368.1553
327,7006.971
328,3562.593
329,5060.7036
330,7848.115
331,6079.016
332,5342.598
333,8717.297
334,9952.33
335,12104.652
336,5723.1895
337,9299.398
338,2936.7068
339,5130.078
340,6429.6074
341,4319.445
342,8169.7363
343,5097.917
344,4846.2344
345,8624.0625
346,11230.789
347,9360.292
348,5323.1006
349,4923.196
350,8200.127
351,7342.8
352,6102.1143
353,5327.7183
354,6781.6045
355,9967.111
356,4311.825
357,6190.307
358,7693.364
359,8089.221
360,13039.114
361,4906.1836
362,13914.816
363,6680.5522
364,4941.2197
365,3621.0457
366,6064.6357
367,6341.785
368,5722.9653
369,6955.499
370,4967.8027
371,4692.4575
372,7165.0776
373,3326.5925
374,7595.285
375,6796.9
376,7594.4736
377,8772.011
378,5358.997
379,8851.407
380,6264.931
381,5316.6006
382,5687.2627
383,4975.215
384,10571.393
385,6345.228
386,5029.0684
387,7310.2983
388,8536.93
389,7137.725
390,6091.571
391,8396.269
392,5410.157
393,5996.0337
394,6026.2266
395,8703.748
396,6685.5625
397,6150.257
398,5667.297
399,4939.132
400,3671.7952
401,5396.2056
402,8481.466
403,8514.908
404,10318.411
405,11226.967
406,7881.391
407,5865.325
408,5006.253
409,10535.83
410,10730.769
411,7669.1797
412,8630.465
413,8079.428
414,5840.0815
415,3814.68
416,10321.669
417,6829.822
418,6443.0703
419,6141.7627
420,3012.6282
421,11577.868
422,5972.494
423,5205.7983
424,4842.39
425,5572.7803
426,6389.777
427,8194.35
428,6454.7573
429,5131.057
430,4842.704
431,4049.4126
432,3109.5596
433,6820.7275
434,17136.045
435,4532.693
436,5611.3286
437,6705.5645
438,5396.777
439,5264.773
440,4953.9146
441,3886.0803
442,7226.987
443,6979.8228
444,4062.2378
445,8505.988
446,5711.519
447,4560.5576
448,8487.777
449,7778.667
450,9277.49
451,5586.176
452,6857.1064
453,4900.2905
454,4973.791
455,14651.9795
456,10395.489
457,6404.635
458,5684.7026
459,4876.105
460,5779.9976
461,5248.1724
462,10918.445
463,5028.4116
464,5497.4097
465,7070.0024
466,4565.4766
467,6586.67
468,7590.078
469,7321.5747
470,7237.113
471,4161.1416
472,5292.3545
473,6877.326
474,9006.424
475,8487.964
476,6831.1836
477,4520.375
478,7653.892
479,6063.641
480,4441.956
481,7304.2764
482,7183.533
483,6702.054
484,6044.8906
485,6113.2007
486,6330.1636
487,5574.923
488,6821.8794
489,6455.8535
490,6309.915
491,9247.32
492,5879.508
493,4614.403
494,11553.369
495,6275.7026
496,3425.3555
497,7648.587
498,9135.645
499,10466.982
500,4982.823
501,5837.9814
502,5965.275
503,7232.152
504,5709.4
505,8539.527
506,3340.98
507,5773.3413
508,6232.1274
509,5486.702
510,5180.585
511,6773.1875
512,8302.356
513,5634.8047
514,8408.627
515,7044.5854
516,8632.342
517,4754.0225
518,6479.357
519,6541.0674
520,8054.453
521,7830.4097
522,5442.714
523,8682.704
524,6839.718
525,7556.922
526,4015.8762
527,3911.7576
528,8106.6924
529,6291.285
530,8669.389
531,6902.3706
532,5773.2534
533,8108.741
534,6912.6616
535,6967.198
536,7936.36
537,6321.029
538,8896.485
539,10753.596
540,7201.2114
541,4961.7603
542,5671.92
543,4221.919
544,3239.75
545,8161.083
546,5320.471
547,8417.397
548,4727.3286
549,6408.466
550,5929.644
551,9212.706
552,5259.5083
553,5033.3784
554,5635.847
555,7478.457
556,5237.2856
557,6997.8813
558,7491.8647
559,8930.593
560,7663.3594
561,6929.786
562,5810.6934
563,4703.1987
564,5013.622
565,10437.155
566,9353.669
567,6629.7383
568,14660.142
569,5847.0156
570,5283.81
571,6152.757
572,8550.791
573,10221.226
574,6882.7466
575,8211.656
576,7905.935
577,9051.859
578,6806.053
579,5711.47
580,4784.89
581,4752.118
582,4036.2463
583,5234.1045
584,8483.067
585,16399.668
586,6809.1895
587,5145.6577
588,7290.349
589,4548.415
590,6169.9053
591,4350.736
592,9109.594
593,6427.5166
594,6026.1636
595,13055.454
596,11573.706
597,5530.6865
598,7027.224
599,3934.4658
600,5375.887
601,5302.4053
602,8655.831
603,4828.847
604,4539.5776
605,5896.463
606,5497.3047
607,7099.2485
608,7197.03
609,3428.8374
610,7007.78
611,8125.665
612,7638.2417
613,4972.4253
614,4491.731
615,7989.4023
616,4514.1953
617,9457.496
618,4612.6553
619,5000.4214
620,6818.6914
621,5710.3916
622,4813.566
623,5824.4604
624,6914.093
625,9036.385
626,9389.629
627,5704.8984
628,3872.9426
629,5749.672
630,6254.005
631,4787.9854
632,6546.7285
633,5962.9595
634,11009.829
635,7117.5205
636,6283.9985
637,7755.0356
638,4703.2256
639,8926.284
640,5872.11
641,13383.102
642,6125.4634
643,5315.434
644,5460.826
645,4082.3716
646,6896.1914
647,18341.562
648,4182.548
649,4628.1914
650,9908.733
651,6119.583
652,7370.0166
653,7791.996
654,6201.885
655,5086.4883
656,4651.8306
657,9291.88
658,5843.274
659,7095.5317
660,7293.479
661,4518.2236
662,7075.264
663,5810.0117
664,3962.5603
665,8303.877
666,8296.99
667,4516.5083
668,7557.477
669,6866.767
670,4706.3623
671,9231.168
672,6284.556
673,8073.1123
674,4607.5547
675,4901.2583
676,6113.335
677,4160.574
678,7543.966
679,4118.2417
680,6047.4507
681,4667.632
682,5835.187
683,6093.8667
684,6858.702
685,6941.621
686,7994.7466
687,5796.1187
688,6883.863
689,6351.6226
690,8312.649
691,9474.145
692,6560.5493
693,3481.484
694,5845.058
695,7053.978
696,4039.7822
697,11777.191
698,5511.9805
699,6615.444
700,10410.819
701,6906.8027
702,4430.4717
703,11029.862
704,9606.968
705,5084.383
706,8752.271
707,9974.72
708,5939.986
709,5113.8237
710,6643.8423
711,5556.125
712,5798.037
713,7040.7295
714,5011.2505
715,5969.743
716,7317.4067
717,6501.427
718,7835.7886
719,5772.157
720,6286.4443
721,4376.7764
722,7711.319
723,6750.8267
724,6034.7915
725,6326.675
726,7040.743
727,9182.222
728,5638.364
729,5317.549
730,6401.3003
731,7105.7515
732,6279.6665
733,4318.2456
734,4249.77
735,7462.5464
736,7389.1763
737,5457.2646
738,8141.1733
739,5945.3823
740,6349.587
741,5380.9507
742,3548.0974
743,6768.822
744,6180.378
745,6552.8696
746,9296.765
747,8157.7915
748,4802.98
749,8725.857
750,4011.1865
751,3308.2092
752,7714.188
753,11840.093
754,8096.9243
755,6890.169
756,4740.813
757,6354.6704
758,8902.843
759,6123.501
760,8285.317
761,5068.3604
762,4471.2246
763,5296.9707
764,5577.811
765,5354.23
766,5240.8833
767,4968.6416
768,4186.2515
769,6686.5127
770,6871.0186
771,5504.3564
772,6017.3013
773,6831.9004
774,5715.323
775,5720.526
776,8675.56
777,7248.0767
778,5754.885
779,3752.129
780,11594.067
781,6527.966
782,5727.2417
783,8413.857
784,7690.569
785,7395.762
786,5734.2163
787,7175.473
788,9244.252
789,13359.98
790,5078.547
791,4769.397
792,5275.0327
793,6593.1255
794,5653.89
795,7301.0933
796,8863.421
797,5847.3613
798,4267.5796
799,5837.837
800,8432.954
801,4784.429
802,7345.672
803,3936.0764
804,7113.211
805,7970.238
806,7243.7153
807,8772.104
808,6103.7324
809,4394.1743
810,6439.065
811,7148.2036
812,8539.787
813,7269.4766
814,8176.924
815,6308.537
816,4413.528
817,9363.2295
818,4451.8994
819,9653.8955
820,6284.1724
821,4254.1104
822,6878.284
823,6047.595
824,7684.49
825,8196.101
826,4160.5386
827,4640.348
828,7795.8315
829,8397.198
830,9563.379
831,5075.327
832,5996.8115
833,6253.689
834,6380.6226
835,5806.6323
836,9573.628
837,8363.507
838,11010.459
839,4198.9614
840,5711.405
841,9829.057
842,8185.203
843,5312.059
844,10158.036
845,6428.117
846,5367.776
847,5231.4287
848,5039.7104
849,5075.361
850,6120.394
851,4803.1406
852,4867.0576
853,8762.997
854,6632.9834
855,19365.033
856,6758.9316
857,4226.5806
858,8070.325
859,9055.858
860,6798.988
861,7482.0747
862,5814.031
863,8171.006
864,8272.233
865,5284.3037
866,5686.042
867,6598.372
868,8438.321
869,7210.263
870,8262.669
871,5962.5615
872,4746.079
873,5511.0073
874,10001.278
875,10376.826
876,10431.632
877,8119.181
878,4150.383
879,5464.0566
880,4484.034
881,7860.183
882,10973.871
883,9409.378
884,5926.0024
885,5285.877
886,4156.6626
887,5734.971
888,11119.399
889,6396.9727
890,5010.524
891,5473.6235
892,8170.094
893,3634.7815
894,7719.789
895,4252.5884
896,6659.78
897,6629.3145
898,5363.037
899,7607.9517
900,6913.427
901,5501.5693
902,6852.837
903,7078.3154
904,11053.104
905,5560.3076
906,8623.733
907,7026.4805
908,8875.771
909,6507.5747
910,9653.821
911,4776.3354
912,4789.5615
913,6341.876
914,5544.784
915,9072.396
916,7668.4116
917,5632.5796
918,7170.9575
919,6865.784
920,9827.014
921,3881.934
922,14361.729
923,5025.247
924,6213.822
925,8668.876
926,4926.555
927,6435.043
928,6207.886
929,7402.911
930,5522.189
931,6081.9453
932,7434.9023
933,7634.447
934,7551.9146
935,5339.9795
936,7153.988
937,11392.79
938,6378.365
939,4427.075
940,6516.6685
941,5856.012
942,5737.9365
943,7388.6475
944,3959.6584
945,8057.5957
946,6201.5654
947,7147.1406
948,7388.873
949,4311.4873
950,5657.402
951,5417.557
952,8179.2476
953,8735.191
954,4985.9995
955,4819.851
956,7019.835
957,5737.904
958,6540.88
959,7755.1387
960,6634.7866
961,7675.619
962,5672.229
963,4488.258
964,6882.7925
965,7706.5396
966,8208.194
967,8385.729
968,8250.249
969,5728.0557
970,8670.902
971,6124.803
972,7425.519
973,8866.498
974,6437.1914
975,10360.895
976,7884.2026
977,7521.9873
978,5656.965
979,7208.743
980,7929.2476
981,6590.164
982,3931.1943
983,5414.7207
984,8052.2715
985,5633.9717
986,4357.963
987,8716.574
988,6614.428
989,5725.068
990,5931.6235
991,5381.628
992,7555.5596
993,7061.477
994,6965.936
995,5485.0435
996,5876.133
997,6456.7524
998,3750.6975
999,5868.9746
1000,5273.0054
1001,8555.897
1002,7590.954
1003,6089.346
1004,11772.351
1005,6058.9814
1006,5149.9985
1007,10877.689
1008,7338.074
1009,8447.01
1010,7559.142
1011,4694.5835
1012,6152.8916
1013,5490.2515
1014,8052.31
1015,11812.739
1016,5724.0303
1017,3331.5688
1018,5194.4097
1019,9143.446
1020,8901.018
1021,6141.9795
1022,7123.6196
1023,4799.3257
1024,5534.777
1025,3406.862
1026,5117.752
1027,5880.3438
1028,7364.789
1029,7133.5127
1030,7753.231
1031,7962.4346
1032,9027.804
1033,7646.8
1034,5114.863
1035,9537.155
1036,11257.3955
1037,5848.4487
1038,7627.9473
1039,5223.342
1040,6578.1567
1041,3892.7139
1042,7365.281
1043,5671.482
1044,9148.384
1045,7072.9834
1046,8198.485
1047,7852.6
1048,5188.5615
1049,8947.62
1050,18681.34
1051,10413.878
1052,5919.212
1053,2996.0247
1054,6178.6743
1055,8363.308
1056,5498.275
1057,12730.763
1058,17899.988
1059,4180.262
1060,5357.05
1061,7682.7827
1062,5678.8335
1063,9366.632
1064,6644.888
1065,7675.041
1066,4625.667
1067,6617.943
1068,6268.35
1069,7291.851
1070,9946.514
1071,5885.9385
1072,5597.649
1073,6960.284
1074,5259.3374
1075,5216.7734
1076,7806.435
1077,5694.3623
1078,5730.378
1079,7368.246
1080,6036.8696
1081,6048.4834
1082,7279.274
1083,7149.574
1084,8182.5405
1085,6682.713
1086,7188.084
1087,5708.055
1088,3855.3748
1089,6464.067
1090,6892.5547
1091,6210.3438
1092,4328.321
1093,8837.758
1094,7007.733
1095,9404.004
1096,7071.979
1097,5584.423
1098,5153.1533
1099,4333.65
1100,9883.618
1101,5055.9653
1102,7494.424
1103,14585.751
1104,7155.728
1105,6358.078
1106,4988.5444
1107,4643.469
1108,6958.2065
1109,3936.2717
1110,5691.946
1111,10170.832
1112,5196.952
1113,16925.107
1114,14618.508
1115,4651.192
1116,6933.1514
1117,6010.7847
1118,6703.6777
1119,5807.8955
1120,10893.346
1121,7755.7754
1122,9614.43
1123,4407.2925
1124,7343.472
1125,5057.798
1126,8512.188
1127,6496.257
1128,6052.16
1129,6098.338
1130,6116.671
1131,8233.545
1132,9047.139
1133,5869.3716
1134,10549.667
1135,6160.825
1136,9643.267
1137,5702.6895
1138,5472.1724
1139,5410.4
1140,10845.244
1141,5945.9834
1142,7238.4043
1143,6834.488
1144,8913.191
1145,4630.037
1146,8123.72
1147,6783.998
1148,3975.9868
1149,14850.969
1150,16918.666
1151,7089.2676
1152,7020.933
1153,9413.731
1154,10603.605
1155,11451.027
1156,5580.6157
1157,7800.689
1158,5613.834
1159,8265.86
1160,3984.5144
1161,6146.9844
1162,5586.0903
1163,5909.898
1164,7783.4165
1165,5509.8564
1166,4978.011
1167,6820.4478
1168,3776.6082
1169,4842.635
1170,6050.6016
1171,7222.873
1172,9225.2
1173,8456.635
1174,7267.4316
1175,5922.064
1176,5852.5283
1177,11558.064
1178,7594.1187
1179,5472.934
1180,4845.014
1181,7685.392
1182,4517.185
1183,7130.4717
1184,3480.6074
1185,5586.021
1186,8072.095
1187,6047.514
1188,5259.5884
1189,8667.124
1190,9326.908
1191,12376.752
1192,5785.85
1193,8858.215
1194,3047.4421
1195,5284.486
1196,6369.052
1197,4293.794
1198,8241.221
1199,5171.219
1200,5079.691
1201,8928.029
1202,11684.129
1203,7957.879
1204,5420.8755
1205,4827.254
1206,9605.475
1207,8193.35
1208,6067.4424
1209,5274.8213
1210,6925.174
1211,9748.996
1212,4703.2163
1213,6513.816
1214,8018.649
1215,8546.975
1216,13025.989
1217,4909.484
1218,14333.594
1219,6628.9165
1220,4967.9546
1221,3316.4436
1222,6267.693
1223,6148.527
1224,5636.315
1225,6805.69
1226,5059.0527
1227,4558.353
1228,7040.938
1229,3586.2947
1230,7847.5537
1231,7110.3486
1232,7800.7627
1233,8896.4
1234,5096.697
1235,8971.342
1236,6408.912
1237,5386.1113
1238,5716.4624
1239,5608.3267
1240,10662.456
1241,6263.718
1242,5087.206
1243,7997.1865
1244,8543.258
1245,7206.9214
1246,6308.705
1247,8734.7
1248,5459.139
1249,5870.57
1250,6154.905
1251,8419.171
1252,6181.38
1253,6127.263
1254,5797.921
1255,4970.1113
1256,3890.6387
1257,4845.1294
1258,8268.195
1259,8387.608
1260,10454.271
1261,11351.174
1262,7723.177
1263,6149.278
1264,5017.411
1265,10835.433
1266,10571.423
1267,7641.6377
1268,8687.21
1269,8082.311
1270,5941.5557
1271,3893.8318
1272,10625.97
1273,7074.0903
1274,6612.4033
1275,6197.2837
1276,3125.772
1277,11637.04
1278,5882.896
1279,5281.608
1280,4916.6025
1281,5441.063
1282,6377.0273
1283,8879.76
1284,6032.518
1285,5187.9478
1286,4852.155
1287,4691.0474
1288,3084.182
1289,6727.9043
1290,17287.213
1291,4530.964
1292,5469.6934
1293,7251.444
1294,5326.3213
1295,5376.246
1296,4876.742
1297,4080.5613
1298,7050.097
1299,6758.3257
1300,4218.2754
1301,8621.119
1302,5928.3486
1303,4629.3174
1304,8652.422
1305,8189.4736
1306,9196.387
1307,5837.0967
1308,6752.224
1309,4923.7173
1310,4883.646
1311,16151.607
1312,10331.184
1313,6103.3135
1314,5781.404
1315,4650.234
1316,5789.891
1317,4409.101
1318,9015.826
1319,5220.089
1320,5524.149
1321,6862.413
1322,4723.881
1323,6660.8726
1324,7785.3765
1325,7191.06
1326,7094.524
1327,4233.202
1328,5490.094
1329,6692.76
1330,9242.216
1331,8443.353
1332,6817.1177
1333,4700.539
1334,7751.5083
1335,6198.402
1336,4345.352
1337,7111.983
1338,7082.55
1339,6848.1064
1340,6200.595
1341,6340.2607
1342,6317.467
1343,5566.0073
1344,6855.027
1345,6333.3945
1346,6549.6763
1347,8789.003
1348,5679.9653
1349,4730.9556
1350,11715.987
1351,5995.8853
1352,3716.8472
1353,7803.2266
1354,8916.363
1355,10592.647
1356,4990.815
1357,5783.0854
1358,6133.0464
1359,7603.9033
1360,5546.8267
1361,8723.211
1362,3291.12
1363,5946.766
1364,6130.145
1365,5763.9546
1366,5123.261
1367,6953.881
1368,8724.626
1369,5850.7476
1370,8469.364
1371,7047.1387
1372,8779.008
1373,4661.9634
1374,6632.446
1375,6618.833
1376,7758.6533
1377,8399.753
1378,3766.6458
1379,8764.442
1380,6905.3604
1381,7394.0337
1382,4234.2236
1383,3941.686
1384,8311.444
1385,6505.1113
1386,8853.315
1387,6590.667
1388,5787.655
1389,7692.623
1390,6842.5825
1391,6890.1426
1392,8168.9805
1393,6112.7573
1394,8945.529
1395,10862.833
1396,7406.972
1397,4897.725
1398,5869.2876
1399,4227.4033
1400,3195.458
1401,8392.945
1402,5245.235
1403,8583.926
1404,4569.8594
1405,6128.391
1406,6009.959
1407,10160.546
1408,5365.145
1409,5190.4175
1410,5848.092
1411,7712.7163
1412,4894.4
1413,7274.512
1414,7437.399
1415,9068.33
1416,7604.7373
1417,6637.5522
1418,5430.8906
1419,4720.007
1420,4678.8115
1421,10830.648
1422,9707.531
1423,6728.071
1424,14810.345
1425,5824.877
1426,5106.585
1427,6288.052
1428,8413.993
1429,10403.166
1430,7058.38
1431,8106.932
1432,8077.579
1433,9464.048
1434,6755.11
1435,5525.4663
1436,4875.496
1437,4753.5776
1438,4201.5693
1439,5384.586
1440,8448.517
1441,16818.809
1442,7098.321
1443,5254.358
1444,7833.3975
1445,4279.3887
1446,6085.2993
1447,4027.3696
1448,8782.953
1449,6330.3267
1450,6041.386
1451,13363.421
1452,12029.866
1453,5492.965
1454,6814.732
1455,3875.001
1456,5465.2295
1457,5405.499
1458,8193.325
1459,4874.05
1460,4383.9844
1461,6068.953
1462,5376.3022
1463,7317.1978
1464,7017.3047
1465,3448.6016
1466,6871.9688
1467,8273.021
1468,7784.686
1469,5193.7954
1470,4829.1836
1471,7940.509
1472,4717.1763
1473,9668.906
1474,4390.584
1475,4917.6016
1476,6771.463
1477,5737.1597
1478,4808.453
1479,5759.827
1480,7160.9033
1481,9373.45
1482,10060.097
1483,5491.9014
1484,3845.2668
1485,5740.2744
1486,6253.868
1487,4593.385
1488,6570.4624
1489,5968.866
1490,11359.719
1491,7419.763
1492,6106.871
1493,8114.1875
1494,4844.159
1495,8862.009
1496,5811.065
1497,13879.004
1498,6132.578
1499,5426.5874
1500,5617.048
1501,4065.9204
1502,6999.6772
1503,18539.805
1504,4718.0444
1505,4508.4077
1506,9779.57
1507,6310.547
1508,7400.0522
1509,7993.2744
1510,6253.17
1511,5050.273
1512,4487.697
1513,9566.626
1514,5945.6885
1515,7184.7524
1516,7657.989
1517,4823.6772
1518,7243.9434
1519,5743.9824
1520,4116.1875
1521,8227.414
1522,8088.3027
1523,4740.935
1524,7206.0005
1525,6413.3823
1526,4681.026
1527,9022.6045
1528,6016.9736
1529,7655.3013
1530,4494.6885
1531,4933.8633
1532,7143.4736
1533,3822.982
1534,7604.4985
1535,4618.238
1536,6139.572
1537,4614.8384
1538,5807.812
1539,6370.8076
1540,6851.5884
1541,6718.6313
1542,7928.1436
1543,5737.3896
1544,7164.1826
1545,6445.548
1546,9319.003
1547,9716.247
1548,6395.4165
1549,3320.5874
1550,5964.154
1551,7094.6855
1552,4378.4805
1553,11420.738
1554,5453.4707
1555,6512.6978
1556,10559.462
1557,6441.1284
1558,4386.4443
1559,11179.087
1560,9887.653
1561,5196.5605
1562,8989.972
1563,9138.572
1564,5654.559
1565,5433.0767
1566,6709.825
1567,5724.6255
1568,5902.349
1569,6950.605
1570,4941.158
1571,6256.9707
1572,7301.734
1573,6481.502
1574,8102.866
1575,5845.967
1576,6402.2705
1577,3831.01
1578,7544.0527
1579,6862.6353
1580,5713.797
1581,6596.497
1582,7132.5195
1583,9233.572
1584,5641.9087
1585,5526.1094
1586,6041.772
1587,6998.4614
1588,6599.9336
1589,4442.9565
1590,4295.449
1591,8654.213
1592,7295.1553
1593,5715.454
1594,8075.6455
1595,5866.97
1596,7385.2866
1597,5218.7993
1598,3365.9165
1599,7002.5015
1600,6191.169
1601,6578.0625
1602,9524.101
1603,9032.826
1604,4909.5073
1605,7712.5986
1606,4292.066
1607,3185.6633
1608,7717.102
1609,12565.464
1610,7638.4604
1611,7045.499
1612,4738.426
1613,6650.7407
1614,9191.975
1615,6353.2764
1616,8253.271
1617,5372.6777
1618,4389.5835
1619,5357.2954
1620,5354.2505
1621,5634.0093
1622,5430.0254
1623,4846.5903
1624,4309.999
1625,6870.409
1626,7065.459
1627,5613.6465
1628,6044.9595
1629,6942.462
1630,5893.7305
1631,5813.8477
1632,8772.655
1633,7622.136
1634,5399.949
1635,3892.9663
1636,11748.135
1637,6080.7617
1638,5725.095
1639,8423.348
1640,8588.086
1641,7524.169
1642,5759.278
1643,7203.815
1644,9659.882
1645,14217.702
1646,5231.9775
1647,4917.63
1648,4900.001
1649,6216.4062
1650,5284.7427
1651,8022.26
1652,8741.818
1653,5852.4165
1654,4144.358
1655,5958.4736
1656,7930.125
1657,4952.275
1658,7388.4717
1659,3957.6912
1660,6945.8335
1661,8167.3057
1662,7309.943
1663,9544.798
1664,6244.778
1665,4389.7383
1666,5956.769
1667,7366.784
1668,8640.826
1669,7246.638
1670,7772.467
1671,6158.305
1672,4568.757
1673,9560.132
1674,4454.97
1675,9731.624
1676,5975.155
1677,4518.8657
1678,7107.7925
1679,6050.8267
1680,8072.1567
1681,8563.164
1682,4110.7495
1683,4639.0864
1684,8141.678
1685,8728.021
1686,9956.375
1687,5464.0566
1688,5832.46
1689,6355.513
1690,6278.127
1691,5593.752
1692,9680.689
1693,8528.953
1694,11540.483
1695,4398.515
1696,5812.5063
1697,9842.029
1698,7865.343
1699,5417.7744
1700,10205.854
1701,6611.577
1702,5503.6113
1703,4766.7544
1704,5166.447
1705,5162.269
1706,6397.1616
1707,5033.3594
1708,4863.3223
1709,9065.381
1710,6467.761
1711,19334.602
1712,6800.421
1713,4512.96
1714,8852.21
1715,10919.902
1716,7888.8594
1717,8170.858
1718,6451.4336
1719,8017.3564
1720,8946.169
1721,5984.372
1722,6377.398
1723,7225.912
1724,9359.961
1725,8026.2935
1726,9129.931
1727,6899.468
1728,5407.2217
1729,6020.5503
1730,10767.943
1731,11305.967
1732,11936.742
1733,8980.793
1734,5215.1714
1735,5883.115
1736,4911.868
1737,8637.127
1738,12222.203
1739,9853.507
1740,6681.279
1741,5741.501
1742,4827.6543
1743,6340.2065
1744,11584.949
1745,7165.5083
1746,5158.799
1747,6040.9653
1748,8377.519
1749,4047.1418
1750,8440.43
1751,4662.5103
1752,6839.7896
1753,7080.3003
1754,5825.7715
1755,8351.63
1756,7813.072
1757,5752.272
1758,7899.7617
1759,7290.808
1760,11809.281
1761,6059.941
1762,9506.105
1763,6746.913
1764,9972.827
1765,7209.9326
1766,10920.455
1767,5622.8477
1768,5650.2188
1769,6872.8345
1770,5926.1494
1771,9895.908
1772,8373.053
1773,6429.614
1774,7849.3726
1775,7367.1426
1776,10900.995
1777,4323.4473
1778,14798.372
1779,5532.8076
1780,7003.517
1781,9379.299
1782,5554.869
